cell_id,cell_lat,cell_lon,in_scope
152,40.2722458,-3.8875332,0
153,40.2722458,-3.8845817,1
154,40.2722458,-3.8816302,1
155,40.2722458,-3.8786787,1
156,40.2722458,-3.8757271,1
157,40.2722458,-3.8727756,0
158,40.2722458,-3.8698241,0
159,40.2722458,-3.8668726,0
160,40.2722458,-3.8639210,0
161,40.2722458,-3.8609695,0
162,40.2722458,-3.8580180,0
163,40.2722458,-3.8550665,0
164,40.2722458,-3.8521149,0
165,40.2722458,-3.8491634,0
166,40.2722458,-3.8462119,0
167,40.2722458,-3.8432604,0
168,40.2722458,-3.8403088,1
169,40.2722458,-3.8373573,1
170,40.2722458,-3.8344058,1
171,40.2722458,-3.8314543,1
172,40.2722458,-3.8285027,1
173,40.2722458,-3.8255512,1
174,40.2722458,-3.8225997,1
175,40.2722458,-3.8196482,1
176,40.2722458,-3.8166966,1
177,40.2722458,-3.8137451,1
178,40.2722458,-3.8107936,1
179,40.2722458,-3.8078421,1
180,40.2722458,-3.8048906,1
181,40.2722458,-3.8019390,1
182,40.2722458,-3.7989875,1
183,40.2722458,-3.7960360,1
184,40.2722458,-3.7930845,1
185,40.2722458,-3.7901329,0
186,40.2722458,-3.7871814,0
187,40.2722458,-3.7842299,0
188,40.2722458,-3.7812784,0
189,40.2722458,-3.7783268,0
190,40.2722458,-3.7753753,0
191,40.2722458,-3.7724238,1
192,40.2722458,-3.7694723,1
193,40.2722458,-3.7665207,1
194,40.2722458,-3.7635692,1
195,40.2722458,-3.7606177,1
196,40.2722458,-3.7576662,1
197,40.2722458,-3.7547146,1
198,40.2722458,-3.7517631,1
199,40.2722458,-3.7488116,1
200,40.2722458,-3.7458601,1
201,40.2722458,-3.7429085,1
202,40.2722458,-3.7399570,1
203,40.2722458,-3.7370055,1
204,40.2722458,-3.7340540,1
205,40.2722458,-3.7311024,1
206,40.2722458,-3.7281509,1
207,40.2722458,-3.7251994,1
208,40.2722458,-3.7222479,1
209,40.2722458,-3.7192963,1
210,40.2722458,-3.7163448,1
211,40.2722458,-3.7133933,1
212,40.2722458,-3.7104418,1
213,40.2722458,-3.7074902,1
214,40.2722458,-3.7045387,1
215,40.2722458,-3.7015872,1
216,40.2722458,-3.6986357,1
217,40.2722458,-3.6956842,1
218,40.2722458,-3.6927326,1
219,40.2722458,-3.6897811,1
220,40.2722458,-3.6868296,1
221,40.2722458,-3.6838781,1
222,40.2722458,-3.6809265,1
223,40.2722458,-3.6779750,1
224,40.2722458,-3.6750235,0
225,40.2722458,-3.6720720,0
226,40.2722458,-3.6691204,0
227,40.2722458,-3.6661689,0
228,40.2722458,-3.6632174,0
229,40.2722458,-3.6602659,0
230,40.2722458,-3.6573143,0
231,40.2722458,-3.6543628,0
232,40.2722458,-3.6514113,0
233,40.2722458,-3.6484598,0
234,40.2722458,-3.6455082,0
235,40.2722458,-3.6425567,0
236,40.2722458,-3.6396052,0
237,40.2722458,-3.6366537,0
238,40.2722458,-3.6337021,0
239,40.2722458,-3.6307506,0
240,40.2722458,-3.6277991,0
241,40.2722458,-3.6248476,0
242,40.2722458,-3.6218960,0
243,40.2722458,-3.6189445,0
244,40.2722458,-3.6159930,0
245,40.2722458,-3.6130415,0
246,40.2722458,-3.6100899,0
247,40.2722458,-3.6071384,0
248,40.2722458,-3.6041869,0
249,40.2722458,-3.6012354,0
250,40.2722458,-3.5982839,1
251,40.2722458,-3.5953323,1
252,40.2722458,-3.5923808,1
253,40.2722458,-3.5894293,1
254,40.2722458,-3.5864778,1
255,40.2722458,-3.5835262,1
256,40.2722458,-3.5805747,0
257,40.2722458,-3.5776232,0
258,40.2722458,-3.5746717,0
259,40.2722458,-3.5717201,0
260,40.2722458,-3.5687686,0
261,40.2722458,-3.5658171,0
262,40.2722458,-3.5628656,0
263,40.2722458,-3.5599140,0
264,40.2722458,-3.5569625,0
265,40.2722458,-3.5540110,0
266,40.2722458,-3.5510595,0
267,40.2722458,-3.5481079,0
268,40.2722458,-3.5451564,0
269,40.2722458,-3.5422049,0
270,40.2722458,-3.5392534,0
271,40.2722458,-3.5363018,0
272,40.2722458,-3.5333503,0
273,40.2722458,-3.5303988,0
274,40.2722458,-3.5274473,0
275,40.2722458,-3.5244957,0
276,40.2722458,-3.5215442,0
277,40.2722458,-3.5185927,0
278,40.2722458,-3.5156412,0
279,40.2722458,-3.5126896,0
280,40.2722458,-3.5097381,0
281,40.2722458,-3.5067866,0
282,40.2744916,-3.9200000,1
283,40.2744916,-3.9170485,1
284,40.2744916,-3.9140970,1
285,40.2744916,-3.9111454,1
286,40.2744916,-3.9081939,1
287,40.2744916,-3.9052424,1
288,40.2744916,-3.9022909,1
289,40.2744916,-3.8993393,1
290,40.2744916,-3.8963878,0
291,40.2744916,-3.8934363,0
292,40.2744916,-3.8904848,0
293,40.2744916,-3.8875332,0
294,40.2744916,-3.8845817,0
295,40.2744916,-3.8816302,1
296,40.2744916,-3.8786787,1
297,40.2744916,-3.8757271,0
298,40.2744916,-3.8727756,0
299,40.2744916,-3.8698241,0
300,40.2744916,-3.8668726,0
301,40.2744916,-3.8639210,0
302,40.2744916,-3.8609695,0
303,40.2744916,-3.8580180,0
304,40.2744916,-3.8550665,0
305,40.2744916,-3.8521149,0
306,40.2744916,-3.8491634,0
307,40.2744916,-3.8462119,0
308,40.2744916,-3.8432604,0
309,40.2744916,-3.8403088,0
310,40.2744916,-3.8373573,0
